Date,Open,High,Low,Close,Volume
2021-05-11,210000,222500,154000,154500,11320278
2021-05-12,152000,160000,141000,147500,4973674
2021-05-13,145500,149500,142500,144000,1853703
2021-05-14,146500,148000,140000,141000,1510892
2021-05-17,142500,143000,138000,138000,931047
2021-05-18,139000,146500,138500,144000,1474901
2021-05-20,145000,146500,141000,142000,585820
2021-05-21,144000,145000,142000,143500,468288
2021-05-24,144500,145000,141000,142500,368061
2021-05-25,143500,144000,141000,142000,300026
2021-05-26,141000,142000,140500,141500,298091
2021-05-27,141500,144500,141500,142000,298994
2021-05-28,143000,146500,142000,145000,716415
2021-05-31,145500,149000,145500,149000,628140
2021-06-01,149500,151000,147500,150000,497546
2021-06-02,151000,151000,147000,149500,397954
2021-06-03,149500,150500,148000,149500,294278
2021-06-04,149000,149500,147000,147500,276515
2021-06-07,148000,148500,143000,143000,469107
2021-06-08,142000,144000,141500,143000,243816
2021-06-09,143000,143500,142000,142000,223769
2021-06-10,142000,144500,141500,142500,493039
2021-06-11,141500,157500,139500,157500,1458033
2021-06-14,151500,153000,148000,148000,740629
2021-06-15,149000,151500,148500,149500,417175
2021-06-16,149000,153000,148000,152000,476285
2021-06-17,151500,157000,150000,156000,648454
2021-06-18,156500,159500,154500,158000,622211
2021-06-21,156500,160500,155500,158500,431581
2021-06-22,160000,160500,156000,159000,343775
2021-06-23,159000,167500,157000,166500,1317043
2021-06-24,167000,173500,165000,168500,907775
2021-06-25,170500,175000,169500,172500,795885
2021-06-28,174000,177000,166000,167000,702510
2021-06-29,167500,173000,164000,173000,527489
2021-06-30,173500,184000,173000,183000,1167597
2021-07-01,182000,194500,179000,186500,1504043
2021-07-02,189000,193000,183500,186000,648311
2021-07-05,185000,188000,181500,185500,439884
2021-07-06,185000,194000,185000,193000,666659
2021-07-07,192500,199000,191500,199000,678190
2021-07-08,200000,209500,199500,205000,1524306
2021-07-09,205500,212000,195000,209000,1257721
2021-07-12,212000,214000,207000,210000,423982
2021-07-13,209000,213000,208500,211500,458895
2021-07-14,210000,212000,204500,209000,530707
2021-07-15,207000,207500,202000,204500,563996
2021-07-16,203500,213000,198500,213000,769590
2021-07-19,213500,219000,210000,211000,450712
2021-07-20,206000,218000,205500,214000,671590
2021-07-21,216000,219000,210000,216000,380307
2021-07-22,218500,233500,216500,230500,976124
2021-07-23,231500,237000,227500,235500,480565
2021-07-26,237500,249000,224500,229500,1014129
2021-07-27,232000,237500,220500,228500,831742
2021-07-28,224500,231500,224500,229500,396664
2021-07-29,229000,232000,223500,225000,327732
2021-07-30,225500,228500,220500,225500,366042
2021-08-02,226500,229000,220000,228500,411837
2021-08-03,228500,237000,209000,211000,893344
2021-08-04,208000,220000,198500,217000,851565
2021-08-05,214500,221000,214000,216500,263773
2021-08-06,216000,218500,210000,212500,294166
2021-08-09,212000,215000,207000,209500,382155
2021-08-10,210000,214000,205000,210500,453145
2021-08-11,199500,206500,199500,202500,1220623
2021-08-12,210000,230000,209500,217500,2100897
2021-08-13,218000,221500,211500,214500,548773
2021-08-17,212000,214000,205500,208500,458414
2021-08-18,206500,218000,206000,214500,448588
2021-08-19,214500,217500,211000,214000,422954
2021-08-20,214000,216500,200000,205000,655215
2021-08-23,207500,209000,201000,206000,337429
2021-08-24,208000,212500,200500,204000,410938
2021-08-25,206000,209000,203000,208000,234014
2021-08-26,207500,213500,207000,213500,400100
2021-08-27,211500,217500,209500,215000,337290
2021-08-30,217000,218000,208000,209000,339030
2021-08-31,210000,212500,204500,207500,1553481
2021-09-01,212000,215000,207000,208500,472492
2021-09-02,209500,211500,206000,209000,235702
2021-09-03,208500,210000,206500,209000,186918
2021-09-06,208000,209500,207500,208000,138573
2021-09-07,207500,212500,207500,209500,212665
2021-09-08,213000,213000,205000,206500,260238
2021-09-09,210500,213000,206500,210000,438228
2021-09-10,210500,225500,210000,225500,982443
2021-09-13,225500,234500,223000,233000,876268
2021-09-14,234000,236500,225000,227500,435713
2021-09-15,230500,235500,226500,233000,416822
2021-09-16,234500,234500,222500,223000,443622
2021-09-17,224500,227500,218500,224500,272576
2021-09-23,219000,223500,216500,220000,255554
2021-09-24,222500,225500,215500,217000,284828
2021-09-27,215000,215500,207500,208500,461757
2021-09-28,216000,218500,211500,216500,496409
2021-09-29,210000,220000,209000,217500,403378
2021-09-30,219000,229500,216500,226000,550662
2021-10-01,226000,231000,223500,227500,321238
2021-10-05,223000,226000,210500,212000,423415
2021-10-06,215000,217000,199500,200000,539482
2021-10-07,203500,206500,191000,199000,498543
2021-10-08,202500,206000,200000,202000,244003
2021-10-12,200500,201000,195500,195500,209691
2021-10-13,194500,202500,192500,201500,213428
2021-10-14,203000,203500,199500,200500,164741
2021-10-15,201500,202000,192000,193500,457718
2021-10-18,195000,195500,192000,195000,172502
2021-10-19,195000,196500,193000,193500,176799
2021-10-20,194000,194000,178000,179000,827838
2021-10-21,179000,183000,176500,178000,372658
2021-10-22,178000,179000,173500,177000,308893
2021-10-25,174000,177000,172500,176500,186806
2021-10-26,179000,181000,178000,180500,259738
2021-10-27,181000,181000,176500,178000,165995
2021-10-28,178000,180500,176000,176000,147562
2021-10-29,176500,177500,165500,166500,433924
2021-11-01,163500,164000,159000,163000,488818
2021-11-02,162500,166500,161500,162000,249378
2021-11-03,162000,162500,155000,155000,460951
2021-11-04,156500,157000,150000,152000,512313
2021-11-05,153000,153500,145000,145500,521374
2021-11-08,144000,158500,141000,158500,1012195
2021-11-09,155500,159000,150000,151000,501262
2021-11-10,151500,163500,148500,161000,1104048
2021-11-11,157500,169500,157000,161000,1798101
2021-11-12,165000,178000,163000,176000,1482300
2021-11-15,178500,180000,171500,179000,658423
2021-11-16,170000,172500,167500,169500,4696691
2021-11-17,172000,172500,167000,167500,700088
2021-11-18,168500,168500,163000,164500,761979
2021-11-19,163500,167500,162000,167500,464574
2021-11-22,166500,169000,164500,165500,468513
2021-11-23,166000,170500,164500,165500,409159
2021-11-24,165500,166000,155500,159500,908615
2021-11-25,160000,161500,156000,157000,412194
2021-11-26,157500,164500,157000,162500,591380
2021-11-29,158500,167500,157500,165500,546119
2021-11-30,168500,169000,152000,155500,995093
2021-12-01,156000,160500,154000,158000,358097
2021-12-02,156000,161000,155500,160500,291560
2021-12-03,161500,170000,161000,169500,617013
2021-12-06,167000,169500,165000,167500,304693
2021-12-07,168500,168500,164000,165500,264957
2021-12-08,167500,172000,166000,168500,428808
2021-12-09,169000,172500,167000,172500,624159
2021-12-10,169500,177500,169000,176000,607755
2021-12-13,176500,177500,172500,173000,341399
2021-12-14,171000,172500,168000,170500,366125
2021-12-15,167500,171500,167500,170500,237885
2021-12-16,172000,175000,171000,173000,317766
2021-12-17,171500,174000,170500,171500,1225315
2021-12-20,171000,171000,164000,165500,265050
2021-12-21,165000,166000,160500,162000,306610
2021-12-22,163500,165500,156500,156500,480022
2021-12-23,158500,161000,156500,158500,266526
2021-12-24,159000,163000,159000,162000,230835
2021-12-27,163000,163000,159000,160000,170751
2021-12-28,160000,166000,159000,166000,326569
2021-12-29,166000,170500,165000,168500,275527
2021-12-30,168000,170000,166000,168000,168500
2022-01-03,169000,169500,163500,164500,210361
2022-01-04,165500,166500,158000,158500,407633
2022-01-05,158500,159000,152000,152500,384986
2022-01-06,150000,154500,149000,150500,353848
2022-01-07,150500,154000,149500,153500,193087
2022-01-10,151500,152000,145000,147000,432865
2022-01-11,147500,148500,145000,147000,231558
2022-01-12,148000,152000,147500,151000,258409
2022-01-13,153500,156500,152500,155500,356409
2022-01-14,153000,153500,149500,150500,219257
