Date,Open,High,Low,Close,Volume
1999-03-19,3264,3413,3264,3413,3600.0
1999-03-22,3413,3413,3304,3403,10000.0
1999-03-23,3398,3403,3304,3403,20200.0
1999-03-24,3363,3442,3363,3443,16900.0
1999-03-25,3442,3442,3363,3378,4700.0
1999-03-26,3363,3432,3314,3433,4700.0
1999-03-29,3363,3413,3329,3344,5000.0
1999-03-30,3363,3462,3314,3463,11300.0
1999-03-31,3462,3462,3462,3463,8000.0
1999-04-01,3348,3462,3348,3463,21700.0
1999-04-02,3413,3413,3264,3364,18100.0
1999-04-06,3284,3462,3284,3448,48500.0
1999-04-07,3462,3630,3462,3552,26400.0
1999-04-08,3482,3512,3462,3512,8900.0
1999-04-09,3502,3610,3482,3611,10600.0
1999-04-12,3650,3690,3521,3651,16000.0
1999-04-13,3571,3798,3561,3799,17900.0
1999-04-14,3774,3779,3739,3740,2000.0
1999-04-15,3739,3759,3680,3759,33600.0
1999-04-16,3808,3808,3670,3779,30900.0
1999-04-19,3764,3764,3660,3710,15000.0
1999-04-20,3700,3709,3610,3651,22700.0
1999-04-21,3670,3858,3620,3858,64700.0
1999-04-22,3907,3957,3690,3700,38200.0
1999-04-23,3670,3858,3670,3700,12600.0
1999-04-26,3709,3843,3640,3660,24500.0
1999-04-27,3709,3759,3660,3759,34400.0
1999-04-28,3957,3957,3709,3769,17000.0
1999-04-29,3818,3957,3818,3957,38400.0
1999-04-30,3957,3957,3858,3858,24000.0
1999-05-03,3937,4263,3858,3957,36600.0
1999-05-04,4204,4204,3957,4007,34600.0
1999-05-06,3977,4451,3967,4452,70700.0
1999-05-07,4451,4451,4263,4452,21000.0
1999-05-10,4451,4451,4254,4303,8000.0
1999-05-11,4629,4847,4629,4660,44400.0
1999-05-12,4441,4659,4441,4561,32000.0
1999-05-13,4451,4540,4254,4541,12700.0
1999-05-14,4075,4629,4056,4155,22700.0
1999-05-17,4164,4164,3695,4056,5900.0
1999-05-18,4046,4046,4006,4007,1500.0
1999-05-19,3957,4006,3957,4007,1600.0
1999-05-20,3957,3957,3769,3769,10700.0
1999-05-21,3759,3759,3660,3759,9400.0
1999-05-24,3759,3759,3759,3759,500.0
1999-05-25,3670,3838,3670,3839,5600.0
1999-05-26,3838,3907,3838,3908,2100.0
1999-05-27,3907,3907,3907,3908,1000.0
1999-05-28,3907,3907,3709,3759,21700.0
1999-05-31,3759,3858,3759,3858,1800.0
1999-06-01,3709,3709,3709,3710,500.0
1999-06-02,3670,3709,3660,3660,5400.0
1999-06-03,3660,3808,3660,3720,5600.0
1999-06-04,3719,3818,3719,3819,5100.0
1999-06-07,3719,3719,3709,3710,8500.0
1999-06-08,3719,3897,3709,3759,31400.0
1999-06-09,3759,3828,3660,3660,42500.0
1999-06-10,3660,3759,3660,3660,18900.0
1999-06-11,3660,3670,3660,3660,15600.0
1999-06-14,3561,3749,3521,3522,12400.0
1999-06-15,3561,3610,3521,3611,24300.0
1999-06-16,3521,3571,3521,3561,25400.0
1999-06-17,3492,3561,3492,3561,8400.0
1999-06-18,3561,3601,3472,3601,16900.0
1999-06-21,3314,3462,3314,3463,4900.0
1999-06-22,3126,3457,3126,3458,6700.0
1999-06-23,3462,3610,3462,3611,18200.0
1999-06-24,3680,3680,3512,3512,9000.0
1999-06-25,3630,3630,3512,3631,3000.0
1999-06-28,3630,3630,3610,3611,1100.0
1999-06-29,3561,3610,3462,3463,2300.0
1999-06-30,3561,3709,3561,3680,15900.0
1999-07-01,3680,3680,3610,3660,12200.0
1999-07-02,3660,3907,3660,3858,17500.0
1999-07-05,3937,3957,3937,3957,9100.0
1999-07-06,3957,3957,3808,3819,9100.0
1999-07-07,3818,3818,3719,3819,14900.0
1999-07-08,3818,3818,3818,3819,11100.0
1999-07-09,3759,3779,3759,3769,2600.0
1999-07-12,4333,4333,3769,3868,16200.0
1999-07-13,3868,3868,3759,3799,7500.0
1999-07-14,3759,3858,3759,3759,5700.0
1999-07-15,3759,3759,3630,3730,6000.0
1999-07-16,3729,3759,3729,3759,5000.0
1999-07-19,3759,3858,3759,3839,13700.0
1999-07-20,3838,3838,3660,3789,19500.0
1999-07-21,3808,3957,3808,3957,17900.0
1999-07-22,3957,3957,3828,3829,18800.0
1999-07-23,3868,3957,3462,3463,45500.0
1999-07-26,3512,3709,3512,3710,6300.0
1999-07-27,3675,3749,3660,3749,7500.0
1999-07-28,3660,3670,3660,3660,10900.0
1999-07-29,3660,3749,3512,3561,29200.0
1999-07-30,3660,3858,3650,3710,52500.0
1999-08-02,3709,3709,3700,3710,12100.0
1999-08-03,3319,3709,3319,3710,6100.0
1999-08-04,3709,3808,3630,3730,45000.0
1999-08-05,3858,3858,3660,3660,42200.0
1999-08-06,3660,3660,3576,3660,7500.0
1999-08-09,3779,3779,3759,3759,4000.0
1999-08-10,3660,3739,3660,3740,17000.0
1999-08-11,3670,3670,3660,3660,5700.0
1999-08-12,3670,3670,3660,3660,20300.0
1999-08-13,3561,3709,3492,3710,3900.0
1999-08-16,3704,3858,3704,3858,9200.0
1999-08-17,3858,3858,3561,3660,33900.0
1999-08-18,3319,3640,3319,3641,8200.0
1999-08-19,3808,3808,3413,3651,6200.0
1999-08-20,3363,3650,3363,3651,16000.0
1999-08-23,3373,3561,3373,3561,5100.0
1999-08-24,3660,3660,3561,3611,5500.0
1999-08-25,3610,3635,3610,3636,300.0
1999-08-26,3808,3808,3561,3611,16500.0
1999-08-27,3610,3610,3610,3611,1000.0
1999-08-30,3462,3610,3462,3611,5300.0
1999-08-31,3709,3709,3660,3660,4100.0
1999-09-01,3709,3709,3422,3690,4600.0
1999-09-02,3432,3690,3432,3690,900.0
1999-09-03,3690,3709,3319,3710,6000.0
1999-09-06,3660,3700,3462,3700,3000.0
1999-09-07,3680,3680,3610,3680,7000.0
1999-09-08,3699,4155,3660,3749,86900.0
1999-09-09,3759,3759,3660,3710,6500.0
1999-09-10,3630,3808,3630,3710,22700.0
1999-09-13,3709,3808,3620,3759,26800.0
1999-09-14,3719,3848,3462,3759,184600.0
1999-09-15,3779,3907,3680,3789,34400.0
1999-09-16,3798,3798,3709,3710,9700.0
1999-09-17,3610,3700,3610,3611,11400.0
1999-09-20,3472,3610,3472,3601,9000.0
1999-09-21,3502,3531,3502,3522,11800.0
1999-09-22,3393,3650,3393,3403,22400.0
1999-09-27,3645,3645,3606,3606,2800.0
1999-09-28,3383,3507,3319,3443,6100.0
1999-09-29,3333,3452,3269,3453,1600.0
1999-09-30,3462,3462,3220,3443,800.0
1999-10-01,3215,3442,3180,3443,700.0
1999-10-05,3363,3442,3136,3364,1900.0
1999-10-06,3363,3363,3215,3265,2600.0
1999-10-07,3165,3413,3165,3364,10400.0
1999-10-08,3264,3333,3210,3304,5800.0
1999-10-11,3136,3427,3081,3408,10600.0
1999-10-12,3432,3432,3254,3408,4200.0
1999-10-13,3254,3403,3254,3378,4000.0
1999-10-14,3408,3418,3136,3364,106300.0
1999-10-15,3225,3353,3225,3354,3200.0
1999-10-18,3393,3393,3215,3354,8100.0
1999-10-19,3215,3215,3116,3131,10200.0
1999-10-20,3145,3309,3145,3240,14900.0
1999-10-21,3239,3264,3165,3265,8700.0
1999-10-22,3279,3279,3274,3275,2500.0
1999-10-25,3165,3165,3165,3166,300.0
1999-10-26,2997,3160,2997,3097,10100.0
1999-10-27,3047,3141,3047,3141,1700.0
1999-10-28,3027,3215,3027,3215,4000.0
1999-10-29,2992,3264,2992,3265,12900.0
1999-11-01,3116,3264,3116,3265,10300.0
1999-11-02,3116,3264,3116,3265,6300.0
1999-11-03,3264,3264,3165,3245,17600.0
1999-11-04,3408,3408,3408,3408,1600.0
1999-11-05,3264,3363,3264,3314,9100.0
1999-11-08,3244,3363,3244,3364,6300.0
1999-11-09,3165,3205,3066,3205,82400.0
1999-11-10,3215,3235,3165,3166,15200.0
1999-11-11,3244,3338,3165,3215,29300.0
1999-11-12,3170,3205,3126,3205,10200.0
1999-11-15,3066,3185,3066,3116,1800.0
1999-11-16,3264,3264,3066,3210,14100.0
1999-11-17,3165,3165,3165,3166,2000.0
1999-11-18,3145,3254,3066,3191,13200.0
1999-11-19,3195,3195,3195,3195,5500.0
1999-11-22,3165,3165,3071,3161,2600.0
1999-11-23,3205,3205,3205,3205,1000.0
1999-11-24,2997,3165,2997,3116,6500.0
1999-11-25,3066,3066,3066,3067,3000.0
1999-11-26,3066,3066,2878,2879,8200.0
1999-11-29,2784,2859,2671,2859,6200.0
1999-11-30,2918,3165,2918,2918,3300.0
1999-12-01,2967,2967,2967,2968,1300.0
1999-12-02,3165,3413,2992,3359,80400.0
1999-12-03,3561,3561,2967,3156,45100.0
1999-12-06,3353,3353,2873,2874,20700.0
1999-12-07,2784,3047,2784,2918,14800.0
1999-12-08,2779,3353,2779,3235,36000.0
1999-12-09,3235,3235,2918,3186,25200.0
1999-12-10,2972,3131,2972,3111,12700.0
1999-12-13,2967,3413,2967,3245,164900.0
1999-12-14,3076,3729,3076,3730,159200.0
1999-12-15,3734,3734,3175,3344,43000.0
1999-12-16,2878,3333,2878,3047,31900.0
1999-12-17,2789,3037,2784,2918,58200.0
1999-12-20,3066,3106,2938,3017,13500.0
1999-12-21,2868,2898,2770,2770,12300.0
1999-12-22,2770,2770,2626,2721,22400.0
1999-12-23,2587,2928,2587,2810,15700.0
1999-12-24,2671,2799,2547,2800,16900.0
1999-12-27,2616,2750,2616,2661,5700.0
1999-12-28,2572,2621,2522,2622,23300.0
2000-01-04,2621,2819,2621,2820,3800.0
2000-01-05,2636,2868,2636,2760,11400.0
2000-01-06,2676,2715,2621,2671,14300.0
2000-01-07,2695,2918,2695,2918,8600.0
2000-01-10,2903,2903,2770,2869,7400.0
2000-01-11,2779,2888,2626,2844,12400.0
2000-01-12,2804,2804,2804,2805,700.0
2000-01-13,2671,2720,2591,2721,6700.0
2000-01-14,2671,2730,2621,2730,4700.0
2000-01-17,2735,2760,2656,2671,14400.0
2000-01-18,2671,2671,2621,2622,8700.0
2000-01-19,2641,2641,2458,2622,2100.0
2000-01-20,2458,2512,2458,2513,6700.0
2000-01-21,2473,2527,2344,2498,6900.0
2000-01-24,2473,2527,2473,2528,1200.0
2000-01-25,2473,2473,2349,2473,3600.0
2000-01-26,2369,2473,2369,2473,3000.0
2000-01-27,2473,2720,2473,2617,14800.0
2000-01-28,2488,2616,2488,2617,3000.0
2000-01-31,2537,2601,2473,2473,4600.0
2000-02-01,2493,2493,2473,2473,5100.0
2000-02-02,2522,2522,2463,2463,14000.0
2000-02-03,2463,2671,2433,2463,31200.0
2000-02-07,2483,2715,2483,2716,33500.0
2000-02-08,2527,2542,2527,2543,4000.0
2000-02-09,2473,2636,2473,2493,5000.0
2000-02-10,2473,2473,2369,2369,8700.0
2000-02-11,2423,2483,2374,2483,14400.0
2000-02-14,2473,2473,2344,2453,5900.0
2000-02-15,2374,2374,2374,2374,1500.0
2000-02-16,2374,2408,2255,2320,10900.0
2000-02-17,2319,2463,2319,2330,7300.0
2000-02-18,2329,2552,2329,2523,17000.0
2000-02-21,2527,2527,2196,2196,13800.0
2000-02-22,2265,2275,2211,2226,8400.0
2000-02-23,2512,2512,2374,2374,6200.0
2000-02-24,2374,2512,2324,2513,5400.0
2000-02-25,2423,2473,2423,2424,4300.0
2000-02-28,2285,2413,2285,2374,8900.0
2000-02-29,2374,2413,2295,2340,12400.0
2000-03-02,2324,2601,2324,2572,26500.0
2000-03-03,2572,2572,2354,2444,5300.0
2000-03-06,2473,2572,2473,2572,15100.0
2000-03-07,2582,2750,2507,2671,18600.0
2000-03-08,2671,2868,2671,2721,23400.0
2000-03-09,2720,3126,2720,3126,72800.0
2000-03-10,3452,3452,3002,3210,14700.0
2000-03-13,2938,3165,2938,2938,51700.0
2000-03-14,2819,2958,2819,2938,15500.0
2000-03-15,2868,3052,2819,3037,63300.0
2000-03-16,2898,3136,2868,2869,21900.0
2000-03-17,2987,2987,2641,2958,4700.0
2000-03-20,2690,2770,2641,2770,3300.0
2000-03-21,2606,2898,2606,2696,6300.0
2000-03-22,2582,2750,2582,2671,11000.0
2000-03-23,2720,2804,2720,2760,24900.0
2000-03-24,2859,2967,2720,2844,10400.0
2000-03-28,2844,2844,2725,2730,7000.0
2000-03-30,2591,2591,2591,2592,1100.0
2000-03-31,2572,2572,2572,2572,600.0
2000-04-03,2423,2483,2423,2483,2000.0
2000-04-04,2473,2720,2433,2651,3000.0
2000-04-06,2512,2572,2478,2572,2900.0
2000-04-07,2740,2770,2621,2622,3300.0
2000-04-10,2720,2770,2671,2770,17600.0
2000-04-11,2819,2819,2750,2810,12900.0
2000-04-12,2770,2770,2770,2770,1500.0
2000-04-14,2720,2720,2720,2721,600.0
2000-04-17,2720,2720,2404,2404,600.0
2000-04-18,2730,2730,2730,2730,100.0
2000-04-19,2958,3066,2641,2641,2600.0
2000-04-20,2720,2720,2552,2552,1100.0
2000-04-21,2616,2681,2616,2622,800.0
2000-04-24,2488,2621,2488,2572,1000.0
2000-04-25,2502,2626,2423,2627,4000.0
2000-04-26,2621,2928,2522,2582,7100.0
2000-04-27,2483,2760,2463,2463,10000.0
2000-04-28,2661,2671,2661,2671,3600.0
2000-05-02,2572,2745,2522,2676,5100.0
2000-05-03,2967,2967,2671,2671,1400.0
2000-05-04,2720,2918,2532,2533,1300.0
2000-05-08,2760,2888,2601,2859,10700.0
2000-05-09,2868,2868,2611,2622,8100.0
2000-05-10,2621,2636,2557,2636,3700.0
2000-05-12,2661,2661,2532,2612,6600.0
2000-05-15,2552,2958,2552,2800,16300.0
2000-05-16,2690,2690,2690,2691,900.0
2000-05-17,2587,2710,2473,2503,12800.0
2000-05-18,2384,2423,2285,2295,8700.0
2000-05-19,2097,2324,2097,2320,8800.0
2000-05-22,2319,2423,2216,2374,3100.0
2000-05-23,2275,2275,2151,2270,3800.0
2000-05-24,2265,2314,2023,2315,14300.0
2000-05-25,2324,2443,2176,2315,73300.0
2000-05-26,2265,2265,2176,2176,7100.0
2000-05-29,2369,2369,2176,2176,5400.0
2000-05-30,2176,2275,2146,2275,5200.0
2000-05-31,2334,2438,2334,2439,4600.0
2000-06-01,2438,2448,2324,2449,2100.0
2000-06-02,2448,2770,2374,2468,13700.0
2000-06-05,2572,2572,2374,2463,7100.0
2000-06-07,2502,2641,2483,2503,18000.0
2000-06-08,2591,2636,2374,2374,18800.0
2000-06-09,2176,2423,2176,2295,57100.0
2000-06-12,2423,2636,2423,2636,25500.0
2000-06-13,2404,2651,2329,2424,27700.0
2000-06-14,2344,2443,2245,2295,15900.0
2000-06-15,2423,2423,2225,2226,10100.0
2000-06-16,2181,2265,2176,2266,4100.0
2000-06-19,2186,2245,2141,2246,5600.0
2000-06-20,2423,2423,2206,2335,8200.0
2000-06-21,2245,2305,2245,2305,3800.0
2000-06-22,2245,2295,2235,2236,4900.0
2000-06-23,2176,2334,2176,2226,5800.0
2000-06-26,2433,2433,2240,2330,3600.0
2000-06-27,2329,2329,2225,2275,4400.0
2000-06-28,2300,2300,2077,2226,66000.0
2000-06-29,2235,2245,2235,2246,6500.0
2000-06-30,2265,2265,2196,2196,3400.0
2000-07-03,2354,2522,2354,2419,54800.0
2000-07-04,2779,2779,2423,2424,28300.0
2000-07-05,2453,2453,2374,2374,4900.0
2000-07-06,2285,2413,2245,2305,17900.0
2000-07-07,2334,2374,2295,2374,14400.0
2000-07-10,2433,2433,2275,2275,23700.0
2000-07-11,2280,2344,2255,2285,32400.0
2000-07-12,2324,2418,2295,2295,21000.0
2000-07-13,2295,2295,2240,2256,5700.0
2000-07-14,2240,2255,2176,2226,51600.0
2000-07-18,2225,2225,2176,2176,13800.0
2000-07-19,2176,2176,1978,2087,27000.0
2000-07-20,1978,2062,1978,2008,29700.0
2000-07-21,2008,2127,1978,2038,30300.0
2000-07-24,2196,2216,2037,2048,26300.0
2000-07-25,2057,2117,2047,2078,7000.0
2000-07-26,2176,2216,2092,2097,13800.0
2000-07-27,2107,2206,2107,2206,16200.0
2000-07-28,2127,2166,2057,2058,9100.0
2000-07-31,1983,2057,1929,2058,12300.0
2000-08-01,2057,2117,2037,2048,9700.0
2000-08-02,2087,2127,2087,2097,18000.0
2000-08-03,2127,2127,2047,2053,5000.0
2000-08-04,2052,2077,2008,2008,35700.0
2000-08-07,1978,1988,1978,1984,2300.0
2000-08-08,1998,2042,1983,2043,16500.0
2000-08-09,2023,2042,1978,2018,11000.0
2000-08-10,1948,2057,1948,1989,12900.0
2000-08-11,1998,2028,1968,1979,45400.0
2000-08-14,2018,2156,2018,2058,35900.0
2000-08-16,2067,2102,2067,2068,6200.0
2000-08-17,2107,2107,2037,2078,29000.0
2000-08-18,2107,2146,2003,2058,27200.0
2000-08-21,2057,2166,2028,2063,44600.0
2000-08-22,2067,2077,2037,2058,24800.0
2000-08-23,2037,2042,2018,2028,10800.0
2000-08-24,1988,2047,1988,2048,13700.0
2000-08-25,2008,2057,2008,2048,10800.0
2000-08-28,2047,2047,2008,2013,15600.0
2000-08-29,2033,2092,2023,2092,15400.0
2000-08-30,2077,2107,2077,2078,10900.0
2000-08-31,2033,2057,2028,2058,3800.0
2000-09-01,2042,2067,2028,2038,9100.0
2000-09-04,2097,2206,2047,2172,51600.0
2000-09-05,2171,2186,2112,2186,43900.0
2000-09-06,2196,2225,2146,2186,37000.0
2000-09-07,2206,2512,2186,2384,120900.0
2000-09-08,2394,2483,2260,2285,67700.0
2000-09-14,2196,2374,2196,2196,23200.0
2000-09-15,2225,2275,2107,2117,27100.0
2000-09-18,2127,2127,1978,1998,48600.0
2000-09-19,1978,2146,1978,2033,46600.0
2000-09-20,2047,2127,2018,2038,33800.0
2000-09-21,2047,2047,1983,2018,18800.0
2000-09-22,2077,2077,1978,1984,28300.0
2000-09-25,2028,2047,1978,2048,21000.0
2000-09-26,2067,2349,2067,2137,115900.0
2000-09-27,2186,2225,2102,2117,36300.0
2000-09-28,2166,2176,2117,2127,20200.0
2000-09-29,2127,2196,2127,2147,28800.0
2000-10-02,2186,2423,2166,2216,76400.0
2000-10-04,2275,2483,2245,2473,170300.0
2000-10-05,2314,2542,2314,2424,105600.0
2000-10-06,2443,2493,2285,2340,30500.0
2000-10-09,2364,2364,2230,2266,23200.0
2000-10-10,2225,2255,2176,2236,46800.0
2000-10-11,2141,2260,2141,2176,19400.0
2000-10-12,2112,2171,2047,2082,58000.0
2000-10-13,2077,2077,1934,2028,62300.0
2000-10-16,2062,2186,2047,2186,24300.0
2000-10-17,2146,2216,2082,2082,27200.0
2000-10-18,2037,2097,1978,2028,20800.0
2000-10-19,2028,2156,2028,2038,20900.0
2000-10-20,2037,2117,2037,2117,40000.0
2000-10-23,2087,2112,2047,2058,6200.0
2000-10-24,2077,2127,2057,2073,25900.0
2000-10-25,2067,2107,2047,2053,14700.0
2000-10-26,2067,2097,2008,2008,19900.0
2000-10-27,2057,2057,1998,1998,20700.0
2000-10-30,1998,2047,1988,2008,18700.0
2000-10-31,1983,2077,1978,2008,17000.0
2000-11-01,2097,2107,2028,2038,12500.0
2000-11-02,2052,2072,2042,2073,2000.0
2000-11-03,2156,2156,2023,2053,12600.0
2000-11-06,2047,2156,2047,2147,6900.0
2000-11-07,2087,2146,2067,2068,9800.0
2000-11-08,2067,2107,2047,2048,28800.0
2000-11-09,2092,2102,2028,2058,21600.0
2000-11-10,2067,2166,2057,2127,126000.0
2000-11-13,2156,2260,2127,2142,67100.0
2000-11-14,2107,2216,2087,2172,121200.0
2000-11-15,2225,2240,2166,2176,76200.0
2000-11-16,2176,2176,2077,2097,79600.0
2000-11-17,2077,2151,2077,2117,32800.0
2000-11-20,2117,2127,2067,2078,42700.0
2000-11-21,2087,2225,2077,2176,169400.0
2000-11-22,2176,2394,2136,2270,236800.0
2000-11-23,2334,2334,2127,2127,88800.0
2000-11-24,2176,2443,2166,2444,267500.0
2000-11-27,2651,2809,2572,2810,787000.0
2000-11-28,2809,2839,2596,2726,366300.0
2000-11-29,2789,3086,2542,2543,432100.0
2000-11-30,2591,2671,2404,2592,247900.0
2000-12-01,2522,2532,2379,2424,60200.0
2000-12-04,2359,2478,2295,2374,91200.0
2000-12-05,2453,2562,2404,2503,91300.0
2000-12-06,2502,2502,2334,2355,135400.0
2000-12-07,2379,2502,2314,2453,150300.0
2000-12-08,2507,2819,2473,2820,343900.0
2000-12-11,2918,3220,2730,2820,457600.0
2000-12-12,2819,2819,2577,2577,222600.0
2000-12-13,2572,2868,2522,2661,201100.0
2000-12-14,2844,3056,2621,2928,378800.0
2000-12-15,2750,2928,2621,2726,162200.0
2000-12-18,2582,2868,2582,2849,162000.0
2000-12-19,2918,3244,2681,2829,388900.0
2000-12-20,2918,2918,2616,2750,106100.0
2000-12-21,2493,2750,2493,2632,113500.0
2000-12-22,2631,2740,2324,2325,130000.0
2000-12-26,2324,2344,2127,2137,81800.0
2001-01-02,2136,2374,2136,2374,92700.0
2001-01-03,2285,2542,2275,2374,99800.0
2001-01-04,2493,2502,2423,2424,67100.0
2001-01-05,2423,2423,2275,2285,108900.0
2001-01-08,2275,2413,2275,2384,75400.0
2001-01-09,2389,2473,2389,2473,65400.0
2001-01-10,2473,2473,2285,2350,95900.0
2001-01-11,2324,2443,2324,2384,79700.0
2001-01-12,2423,2443,2319,2374,63600.0
2001-01-15,2374,2463,2334,2374,67200.0
2001-01-16,2423,2423,2334,2374,32500.0
2001-01-17,2374,2591,2374,2463,196900.0
2001-01-18,2522,2522,2354,2374,70300.0
2001-01-19,2374,2483,2344,2384,103500.0
2001-01-22,2364,2413,2344,2394,40800.0
2001-01-26,2354,2453,2349,2350,39400.0
2001-01-29,2285,2359,2275,2359,41900.0
2001-01-30,2324,2418,2310,2419,73800.0
2001-01-31,2384,2423,2359,2394,51500.0
2001-02-01,2468,2468,2364,2424,55500.0
2001-02-02,2423,2423,2364,2364,37400.0
