Date,Open,High,Low,Close,Volume
1999-01-15,8360,8535,7963,8094,920320.0
1999-01-18,8349,8359,7918,7918,940710.0
1999-01-19,7918,8095,7488,7567,984350.0
1999-01-20,7567,7742,7259,7382,684240.0
1999-01-21,7170,7302,6695,6863,834360.0
1999-01-22,6862,6916,6608,6687,507330.0
1999-01-25,6862,6951,6687,6687,498320.0
1999-01-26,6862,7127,6687,6775,676610.0
1999-01-27,6774,7126,6774,7127,537540.0
1999-01-28,7127,7461,7127,7135,670590.0
1999-01-29,7145,7285,6996,7109,428660.0
1999-02-01,7214,7346,7038,7347,631970.0
1999-02-02,7346,7354,7003,7127,403200.0
1999-02-03,7020,7029,6580,6784,322080.0
1999-02-04,6784,6907,6449,6537,338450.0
1999-02-05,6598,6731,6475,6687,494940.0
1999-02-08,6669,7055,6475,6474,209480.0
1999-02-09,6280,6280,6000,6281,249920.0
1999-02-10,5538,6282,5538,6184,259420.0
1999-02-11,6281,6465,6087,6262,172530.0
1999-02-12,6281,6503,6281,6426,184120.0
1999-02-18,6764,6947,6580,6629,319280.0
1999-02-19,6523,6523,6040,6213,313980.0
1999-02-22,6001,6135,5884,5991,129990.0
1999-02-23,6078,6078,5894,5904,147750.0
1999-02-24,5856,6079,5731,5749,170880.0
1999-02-25,5624,5884,5604,5817,250340.0
1999-02-26,5894,6136,5894,6039,278570.0
1999-03-02,6087,6232,6039,6136,403080.0
1999-03-03,6135,6281,6087,6204,230660.0
1999-03-04,6213,6213,6058,6204,319320.0
1999-03-05,6087,6204,6087,6204,364940.0
1999-03-08,6281,6765,6281,6648,1268410.0
1999-03-09,6765,6765,6475,6474,700700.0
1999-03-10,6475,6619,6397,6619,599410.0
1999-03-11,6533,6745,6533,6667,618300.0
1999-03-12,6765,7093,6717,6957,888200.0
1999-03-15,7151,7343,6909,6996,578740.0
1999-03-16,6938,7053,6831,6880,405490.0
1999-03-17,6949,7016,6629,6677,572760.0
1999-03-18,6533,6707,6378,6474,554080.0
1999-03-19,6570,6918,6483,6861,878040.0
1999-03-22,6860,7082,6715,6880,1378060.0
1999-03-23,6958,6958,6687,6764,621650.0
1999-03-24,6764,7431,6677,7247,1300800.0
1999-03-25,7054,7373,7015,7199,913730.0
1999-03-26,7295,7343,7111,7151,453680.0
1999-03-29,6570,7246,6570,7054,583820.0
1999-03-30,7247,7315,7132,7247,555560.0
1999-03-31,7344,7586,7200,7392,730040.0
1999-04-01,7441,7730,7286,7730,953020.0
1999-04-02,7923,8107,7730,7779,887700.0
1999-04-06,7730,8077,7634,8069,1111790.0
1999-04-07,7973,8601,7925,8165,1806750.0
1999-04-08,8019,8502,7933,8494,2321930.0
1999-04-09,8610,8745,8214,8310,1484150.0
1999-04-12,8359,8745,8117,8503,1827470.0
1999-04-13,8417,8746,8360,8416,1330290.0
1999-04-14,8320,9180,8262,9015,3096460.0
1999-04-15,9277,9374,9113,9363,1734630.0
1999-04-16,9547,9567,7972,8900,1561730.0
1999-04-19,8997,9355,8910,9112,1408840.0
1999-04-20,9112,9325,8832,8842,1349330.0
1999-04-21,8842,8842,8300,8310,977660.0
1999-04-22,8360,8494,8069,8165,840130.0
1999-04-23,8445,8773,8309,8639,2244660.0
1999-04-26,8697,9035,8417,8986,1421440.0
1999-04-27,9179,10291,9034,10291,2339540.0
1999-04-28,10628,11499,10387,10436,5238910.0
1999-04-29,10435,10918,9758,10436,1995900.0
1999-04-30,10630,10919,10146,10484,1409030.0
1999-05-03,10241,10628,9662,9953,1261870.0
1999-05-04,9952,10291,9904,10291,1342860.0
1999-05-06,10291,10919,10146,10629,1830820.0
1999-05-07,10775,11403,10534,11257,2968420.0
1999-05-10,11402,12369,11306,12175,3044190.0
1999-05-11,12174,12367,10628,11354,1837860.0
1999-05-12,11353,11594,10774,10871,1429670.0
1999-05-13,10725,10870,10049,10533,1953750.0
1999-05-14,10725,10871,9759,10098,1336950.0
1999-05-17,9903,10049,9662,9663,1061540.0
1999-05-18,9712,9953,9635,9856,866210.0
1999-05-19,9952,9952,9566,9663,1370300.0
1999-05-20,9417,9513,9064,9299,627830.0
1999-05-21,8882,9309,8882,9086,368570.0
1999-05-24,8818,9032,8765,8925,313290.0
1999-05-25,8818,9214,8818,8957,393240.0
1999-05-26,8978,10154,8796,10048,933050.0
1999-05-27,10154,10207,9737,9834,909260.0
1999-05-28,9727,9994,9567,9727,411010.0
1999-05-31,9993,10036,9512,9567,321930.0
1999-06-01,9192,9833,9192,9834,420500.0
1999-06-02,9727,9941,9567,9727,409710.0
1999-06-03,9834,9994,9620,9791,580680.0
1999-06-04,9770,10261,9674,10261,1258040.0
1999-06-07,10453,10677,10260,10497,874830.0
1999-06-08,10688,11490,10474,11117,2185400.0
1999-06-09,11117,11170,10529,10582,1107940.0
1999-06-10,10593,11544,10539,11437,2251950.0
1999-06-11,11650,12666,11383,11598,2068340.0
1999-06-14,11705,11972,10903,11063,1013850.0
1999-06-15,10955,11062,10260,10315,1058340.0
1999-06-16,10421,11009,10421,11010,3512100.0
1999-06-17,11010,11063,10657,10689,1157170.0
1999-06-18,10581,10902,10421,10422,780830.0
1999-06-21,10474,11009,10218,11010,1476240.0
1999-06-22,11330,11918,11010,11170,2835460.0
1999-06-23,11330,11491,10849,11437,1274930.0
1999-06-24,11384,11758,11277,11330,1635190.0
1999-06-25,11330,11651,11117,11330,722040.0
1999-06-28,11329,12078,11222,12079,1924270.0
1999-06-29,12506,13041,12239,12292,4025680.0
1999-06-30,12292,13041,11330,12292,2912200.0
1999-07-01,12612,14109,12452,14110,4108990.0
1999-07-02,14109,15765,13574,14965,6186090.0
1999-07-05,14964,15445,14750,15232,3308040.0
1999-07-06,14804,15766,14644,15392,4515020.0
1999-07-07,15071,16514,14964,15820,5175520.0
1999-07-08,16034,16247,15285,15766,2939020.0
1999-07-09,15873,17370,15285,16835,4691440.0
1999-07-12,17101,17315,15177,15713,3114930.0
1999-07-13,15284,15979,14643,14965,3048380.0
1999-07-14,14964,15177,13681,14110,2003170.0
1999-07-15,14216,14537,13842,14537,1688940.0
1999-07-16,14591,15392,14430,15392,2871590.0
1999-07-19,16675,17583,16034,17102,5953960.0
1999-07-20,17637,18545,16354,16461,5310740.0
1999-07-21,16140,16461,15178,16247,2676470.0
1999-07-22,16034,16889,15499,16247,2684090.0
1999-07-23,16033,16033,14429,14591,2044530.0
1999-07-26,13948,14429,13147,13682,1914370.0
1999-07-27,13895,14964,13788,14965,1668740.0
1999-07-28,14750,16033,14536,14965,2881550.0
1999-07-29,15285,15713,15072,15659,1910090.0
1999-07-30,15927,16461,14965,15178,2175260.0
1999-08-02,14964,15391,14162,14751,1616490.0
1999-08-03,15018,16942,15018,16461,6812160.0
1999-08-04,16246,16834,15819,15820,2572810.0
1999-08-05,15498,15712,14002,14644,1828610.0
1999-08-06,14751,15125,13682,14430,1730180.0
1999-08-09,14110,14804,13949,14323,1254410.0
1999-08-10,14323,14858,14056,14430,1249400.0
1999-08-11,14591,15232,14323,14537,2678070.0
1999-08-12,14697,14911,14430,14537,1068310.0
1999-08-13,14537,14804,14270,14537,1629150.0
1999-08-16,14591,15713,14591,14911,2462470.0
1999-08-17,14910,15177,14483,14644,1377680.0
1999-08-18,14429,14857,14322,14484,3030240.0
1999-08-19,14858,14965,14644,14697,2179770.0
1999-08-20,14803,14857,14590,14644,965030.0
1999-08-23,14750,15391,14750,14858,2200580.0
1999-08-24,14965,15178,14751,14911,1765380.0
1999-08-25,14644,15178,14591,15125,2010610.0
1999-08-26,15017,16139,14910,14965,5056840.0
1999-08-27,14965,15339,14484,14537,1478670.0
1999-08-30,14537,15072,14430,14537,1187610.0
1999-08-31,14270,14537,13896,14430,1390410.0
1999-09-01,14536,14590,13895,13896,1087670.0
1999-09-02,13360,14109,13360,13682,909340.0
1999-09-03,13682,14056,13148,13468,1024350.0
1999-09-06,13521,13841,13467,13682,559290.0
1999-09-07,13681,14429,13521,13789,742570.0
1999-09-08,13841,14002,13360,13415,465280.0
1999-09-09,13468,13896,13361,13468,631280.0
1999-09-10,14002,14322,13788,14110,1176090.0
1999-09-13,14110,14377,14003,14216,715440.0
1999-09-14,14216,14270,13789,14056,536750.0
1999-09-15,14109,14215,13788,14003,444560.0
1999-09-16,13895,14109,13574,13629,542880.0
1999-09-17,13682,13842,13415,13842,501850.0
1999-09-20,13895,13895,13628,13682,345910.0
1999-09-21,13575,14377,13575,14323,963800.0
1999-09-22,14750,15177,14643,14644,2469650.0
1999-09-27,14536,14590,13788,13896,529820.0
1999-09-28,13949,14323,13789,14216,833260.0
1999-09-29,14109,14162,13788,13896,630090.0
1999-09-30,13521,14002,13521,13629,640630.0
1999-10-01,13468,13682,11758,13361,650240.0
1999-10-04,13468,14056,13094,13468,789980.0
1999-10-05,13361,13682,12613,13361,749460.0
1999-10-06,12879,13200,12291,13041,1490040.0
1999-10-07,12719,13681,11757,13041,2600250.0
1999-10-08,13148,13308,12453,12613,1286060.0
1999-10-11,12292,12613,11972,12399,1090970.0
1999-10-12,12079,12560,11918,12506,1823040.0
1999-10-13,12452,13040,12291,12720,1124400.0
1999-10-14,12719,13253,12452,13041,1223810.0
1999-10-15,13148,13842,12987,13468,1566470.0
1999-10-18,13040,14002,12933,13148,1002800.0
1999-10-19,13681,13681,12612,12667,622010.0
1999-10-20,12827,13201,12506,12613,898250.0
1999-10-21,12720,13041,12399,12506,679900.0
1999-10-22,12346,12613,12132,12292,366530.0
1999-10-25,12078,12291,11383,11384,562010.0
1999-10-26,10902,11597,10581,11384,714130.0
1999-10-27,11009,11490,10955,11010,507010.0
1999-10-28,10796,11384,10796,11223,413870.0
1999-10-29,11544,11865,11437,11437,535970.0
1999-11-01,12186,12292,11758,12292,646030.0
1999-11-02,12453,12506,12079,12292,563170.0
1999-11-03,12345,12559,12078,12079,713230.0
1999-11-04,12238,13147,12185,12827,1061480.0
1999-11-05,13040,13253,12719,12827,908480.0
1999-11-08,12826,13360,12559,13201,1355450.0
1999-11-09,13253,14109,13040,13896,1716430.0
1999-11-10,13789,13789,12987,12987,990980.0
1999-11-11,13040,13521,12879,13041,1238080.0
1999-11-12,13360,13467,12398,12827,1701090.0
1999-11-15,12398,12719,11971,11972,1631590.0
1999-11-16,11865,12186,11437,11437,1476820.0
1999-11-17,11544,12773,11277,11544,3565950.0
1999-11-18,12131,12185,11810,11972,1143020.0
1999-11-19,11864,12719,11810,12720,1887160.0
1999-11-22,12613,12773,12239,12773,1298500.0
1999-11-23,12720,12720,12132,12132,598750.0
1999-11-24,12131,12291,11650,11758,1149200.0
1999-11-25,11758,12292,11437,11918,1835400.0
1999-11-26,12132,12186,10155,10689,1728070.0
1999-11-29,10795,10955,9940,10187,1328500.0
1999-11-30,10368,11705,10208,11437,1794300.0
1999-12-01,11223,12132,11010,11918,2163110.0
1999-12-02,12292,12613,11651,11811,1477700.0
1999-12-03,11223,12720,11223,12292,1572290.0
1999-12-06,12452,12879,12024,12079,1190820.0
1999-12-07,11971,12078,11009,11117,1236020.0
1999-12-08,10796,11865,10475,11170,1018610.0
1999-12-09,10795,11116,10581,10668,1572730.0
1999-12-10,10795,11543,10635,11384,1327210.0
1999-12-13,11329,12612,11222,11972,2533940.0
1999-12-14,12025,13735,11758,13735,4339500.0
1999-12-15,13735,14216,12079,12613,3003830.0
1999-12-16,12933,13574,12505,13041,2931830.0
1999-12-17,13093,13360,11864,12186,1347940.0
1999-12-20,12452,12505,11757,12186,1311830.0
1999-12-21,12239,12292,11544,12025,1213190.0
1999-12-22,11757,12826,11116,12827,10067510.0
1999-12-23,12826,14429,12078,13308,5844060.0
1999-12-24,13895,14269,13360,13682,3458220.0
1999-12-27,14055,14109,12131,12239,2460700.0
1999-12-28,11758,12773,11437,11544,2302560.0
2000-01-04,11543,13253,11543,13041,1645820.0
2000-01-05,12398,13307,12078,12667,1762180.0
2000-01-06,12879,13093,12398,12667,2238910.0
2000-01-07,12720,14430,12560,14430,4579310.0
2000-01-10,14643,15284,13788,13896,3911440.0
2000-01-11,14215,15231,13628,14644,4900440.0
2000-01-12,14216,14965,13896,14056,2895330.0
2000-01-13,14056,14216,13254,13575,1763790.0
2000-01-14,13681,14269,13360,13682,2664300.0
2000-01-17,13841,14109,13521,13522,1927060.0
2000-01-18,13681,14376,13681,13789,2796510.0
2000-01-19,13521,13574,12612,12667,1717280.0
2000-01-20,12559,12826,11757,12827,1655350.0
2000-01-21,12345,12986,12291,12346,1066590.0
2000-01-24,12185,12772,12185,12560,1129440.0
2000-01-25,12292,12453,12025,12025,753660.0
2000-01-26,12024,12238,11383,11865,901310.0
2000-01-27,11544,12506,11544,12399,1203000.0
2000-01-28,12452,12719,12185,12720,1036890.0
2000-01-31,12345,13521,12345,13308,2038380.0
2000-02-01,13575,13575,12773,13361,1835840.0
2000-02-02,13148,14430,13148,14430,3451550.0
2000-02-03,14323,15178,14216,14430,3299840.0
2000-02-07,14590,15712,14429,15072,3658920.0
2000-02-08,15072,15178,14430,14537,1233680.0
2000-02-09,14536,14857,13895,13896,1688690.0
2000-02-10,13895,14269,13681,13896,1300980.0
2000-02-11,14056,14216,13041,13254,1663760.0
2000-02-14,13253,14162,13040,13308,1451710.0
2000-02-15,13467,13574,12345,12827,1159370.0
2000-02-16,12612,13253,12398,13041,930940.0
2000-02-17,12291,14964,12291,14965,2193090.0
2000-02-18,15498,15765,14750,14965,4695900.0
2000-02-21,14643,14803,13895,13896,1485640.0
2000-02-22,13895,14429,13147,13148,1692270.0
2000-02-23,13147,14322,13040,13522,2134270.0
2000-02-24,13361,13629,12987,13254,1262580.0
2000-02-25,13253,13414,12879,13148,1064840.0
2000-02-28,12933,13734,12772,13148,1294190.0
2000-02-29,13468,13575,12346,12506,1380800.0
2000-03-02,12827,14216,12667,14216,3728750.0
2000-03-03,13789,14003,13041,13361,1666250.0
2000-03-06,13682,14110,13094,13361,3611550.0
2000-03-07,13361,13522,13041,13468,1414400.0
2000-03-08,13040,13360,12986,13041,1238280.0
2000-03-09,13200,13307,12612,12934,1880050.0
2000-03-10,13201,13254,12506,12613,1127930.0
2000-03-13,12505,12612,11810,11972,1494630.0
2000-03-14,11757,11971,11597,11758,1219110.0
2000-03-15,11544,11705,11117,11330,1204980.0
2000-03-16,11384,11598,10668,10742,1250320.0
2000-03-17,11063,11330,10796,10956,1266730.0
2000-03-20,11063,11972,10903,11651,1987150.0
2000-03-21,11705,11705,11063,11063,968670.0
2000-03-22,11222,11436,10848,10903,2267970.0
2000-03-23,11329,11597,10955,11117,1930270.0
2000-03-24,11010,11651,11010,11223,1798170.0
2000-03-27,11705,11972,11330,11651,1751620.0
2000-03-28,11436,11650,11329,11491,776930.0
2000-03-29,11383,11864,11329,11705,1854680.0
2000-03-30,11651,11705,11223,11223,1058960.0
2000-03-31,11223,11544,11117,11437,758160.0
2000-04-03,11223,11491,10646,10689,620400.0
2000-04-04,10688,10902,10271,10315,765020.0
2000-04-06,10304,10315,9460,9620,1065710.0
2000-04-07,9469,9822,9469,9695,794980.0
2000-04-10,9726,10303,9534,9941,1249120.0
2000-04-11,9941,9941,9406,9406,627170.0
2000-04-12,9298,9298,8946,9086,1640850.0
2000-04-14,8722,8925,8498,8658,932420.0
2000-04-17,7481,7898,7364,7365,1848710.0
2000-04-18,7707,7910,7365,7856,2141020.0
2000-04-19,7921,8177,7750,7803,2760980.0
2000-04-20,7643,7889,7429,7482,1354870.0
2000-04-21,7589,8487,7536,8305,2666730.0
2000-04-24,8231,8231,7835,7856,946770.0
2000-04-25,7782,7963,7696,7696,676640.0
2000-04-26,7814,7995,7322,7375,1149860.0
2000-04-27,7322,7632,7098,7375,842190.0
2000-04-28,7226,7514,7226,7386,1141370.0
2000-05-02,7279,7536,7215,7493,1012480.0
2000-05-03,7589,7974,7536,7696,1789780.0
2000-05-04,7802,8123,7599,7921,2361530.0
2000-05-08,8069,8080,7823,7846,942260.0
2000-05-09,7846,7846,7696,7717,604240.0
2000-05-10,7589,7675,7546,7546,506900.0
2000-05-12,7535,7631,7171,7258,668500.0
2000-05-15,7161,7321,6947,6948,521760.0
2000-05-16,6862,7055,6424,6552,1157480.0
2000-05-17,6562,6712,5750,5879,1937000.0
2000-05-18,5878,5974,5365,5612,1005570.0
2000-05-19,5568,6038,5461,5986,1286750.0
2000-05-22,6093,6136,5387,5430,962100.0
2000-05-23,5345,5580,5291,5355,880590.0
2000-05-24,5243,5772,5077,5558,1132300.0
2000-05-25,5772,6392,5676,6392,1451550.0
2000-05-26,6413,6788,5879,5932,1431230.0
2000-05-29,5665,6574,5569,6253,1187170.0
2000-05-30,6360,6584,6307,6413,1095350.0
2000-05-31,6777,7236,6627,6734,1878840.0
2000-06-01,6733,6840,6466,6713,894830.0
2000-06-02,7161,7161,6626,6670,1274340.0
2000-06-05,7055,7375,6788,7215,1773480.0
2000-06-07,7064,7684,7064,7504,1980310.0
2000-06-08,7588,7684,6541,6713,1592770.0
2000-06-09,6893,7353,6797,7269,1319210.0
2000-06-12,7449,7449,7032,7322,1169580.0
2000-06-13,7268,7460,6915,6948,795870.0
2000-06-14,7162,7204,6841,6969,703730.0
2000-06-15,6862,6927,6617,6702,660450.0
2000-06-16,6434,6947,6434,6948,647460.0
2000-06-19,7118,7545,6840,6841,1442080.0
2000-06-20,7075,7161,6851,7162,671680.0
2000-06-21,7268,7321,7064,7087,744950.0
2000-06-22,7107,7289,7064,7098,678720.0
2000-06-23,6948,7012,6798,6873,850140.0
2000-06-26,6947,7193,6915,7023,1104740.0
2000-06-27,7054,7428,7022,7429,1328670.0
2000-06-28,7482,8006,7429,7856,2829520.0
2000-06-29,7963,8209,7707,7803,1956420.0
2000-06-30,7855,7941,7652,7889,638350.0
2000-07-03,8017,8680,7942,8551,2450420.0
2000-07-04,8454,8540,8059,8231,1152980.0
2000-07-05,8444,8519,8017,8444,923230.0
2000-07-06,8231,8861,8231,8818,1563090.0
2000-07-07,8828,9192,8657,9193,2243220.0
2000-07-10,9193,9342,9000,9139,1352790.0
2000-07-11,9095,9138,8582,8605,1388840.0
2000-07-12,8475,8593,8283,8423,892230.0
2000-07-13,8422,8561,8176,8327,910980.0
2000-07-14,8348,8498,8070,8209,875180.0
2000-07-18,7835,8124,7717,7974,810520.0
2000-07-19,7835,8027,7589,7696,578520.0
2000-07-20,7492,7588,7342,7536,885780.0
2000-07-21,7652,7802,7428,7579,742600.0
2000-07-24,7386,7418,7162,7183,798810.0
2000-07-25,7064,7171,6893,6991,1174170.0
2000-07-26,7054,7161,6851,6959,917990.0
2000-07-27,6905,6937,6638,6734,556520.0
2000-07-28,6552,6723,6488,6552,425630.0
2000-07-31,6467,6723,6467,6723,508380.0
2000-08-01,6765,7246,6637,7151,1372140.0
2000-08-02,7087,7087,6862,6969,736510.0
2000-08-03,7044,7087,6905,7001,519730.0
2000-08-04,6958,7000,6744,6788,293000.0
2000-08-07,6541,6626,6434,6467,256510.0
2000-08-08,6531,6574,6285,6317,281470.0
2000-08-09,6316,6562,6316,6542,483630.0
2000-08-10,6541,6883,6477,6884,555920.0
2000-08-11,6712,7000,6669,6884,437800.0
2000-08-14,7011,7075,6829,6841,509630.0
2000-08-16,6948,7140,6894,7108,736980.0
2000-08-17,7162,7290,7076,7183,892080.0
2000-08-18,7139,7214,6797,6916,614160.0
2000-08-21,6744,6915,6605,6617,326490.0
2000-08-22,6574,6809,6574,6627,300480.0
2000-08-23,6680,6776,6605,6681,586670.0
2000-08-24,6744,6776,6455,6681,434570.0
2000-08-25,6722,6722,6551,6649,333870.0
2000-08-28,6734,6959,6734,6873,884640.0
2000-08-29,7055,7418,6948,7375,1553780.0
2000-08-30,7375,7664,7279,7375,2100520.0
2000-08-31,7374,7417,6744,6948,875590.0
2000-09-01,6894,7087,6841,6937,593800.0
2000-09-04,6958,7054,6744,6745,463020.0
2000-09-05,6819,6926,6680,6916,465090.0
2000-09-06,6840,6936,6754,6841,326400.0
2000-09-07,6723,6723,6584,6584,539790.0
2000-09-08,6594,6680,6423,6617,359840.0
2000-09-14,6499,6542,6349,6531,561350.0
2000-09-15,6424,6520,6264,6413,511240.0
2000-09-18,6093,6200,5451,5451,922120.0
2000-09-19,5301,5450,5140,5238,670130.0
2000-09-20,5409,5526,5377,5419,516360.0
2000-09-21,5237,5290,5034,5083,628810.0
2000-09-22,5082,5082,4670,4821,726410.0
2000-09-25,4830,5034,4766,5035,408810.0
2000-09-26,5013,5109,4880,4997,369600.0
2000-09-27,5024,5387,5024,5296,665210.0
2000-09-28,5333,5450,5183,5398,505320.0
2000-09-29,5397,5450,5311,5345,482730.0
2000-10-02,5247,5290,5087,5131,490040.0
2000-10-04,5023,5226,4991,5163,482550.0
2000-10-05,5279,5290,4392,5195,1263110.0
2000-10-06,5194,5194,5055,5131,436970.0
2000-10-09,5195,5195,4938,4938,613130.0
2000-10-10,5001,5001,4825,4869,657390.0
2000-10-11,4767,4767,4618,4703,603480.0
2000-10-12,4392,4702,4392,4404,616840.0
2000-10-13,3975,4478,3852,4479,781530.0
2000-10-16,4585,4745,4488,4543,872870.0
2000-10-17,4360,4424,3938,3939,611480.0
2000-10-18,3837,3939,3645,3848,1220590.0
2000-10-19,3741,4040,3741,3821,824310.0
2000-10-20,4039,4376,3933,4169,2841010.0
2000-10-23,4221,4253,3954,3955,890170.0
2000-10-24,3976,4217,3966,4083,887570.0
2000-10-25,4115,4126,3987,4019,810960.0
2000-10-26,3955,3955,3773,3805,744640.0
2000-10-27,3852,3922,3751,3763,549440.0
2000-10-30,3772,3804,3660,3661,483810.0
2000-10-31,3634,3661,3463,3634,908460.0
2000-11-01,3708,4168,3687,4094,1494950.0
2000-11-02,4050,4296,3965,4169,1451460.0
2000-11-03,4323,4504,4168,4244,1840650.0
2000-11-06,4297,4698,4286,4564,2844040.0
2000-11-07,4622,4756,4382,4383,1660660.0
2000-11-08,4286,4468,4276,4393,834410.0
2000-11-09,4436,4596,4383,4596,855250.0
2000-11-10,4596,4692,4457,4489,878370.0
2000-11-13,4328,4360,4114,4153,804140.0
2000-11-14,4190,4313,4190,4286,591510.0
2000-11-15,4436,4511,4244,4318,969880.0
2000-11-16,4275,4371,4178,4265,359840.0
2000-11-17,4168,4307,4136,4281,396800.0
2000-11-20,4222,4254,4185,4190,268630.0
2000-11-21,4185,4265,4014,4115,681860.0
2000-11-22,4062,4105,3960,3960,724380.0
2000-11-23,3890,3949,3762,3816,786890.0
2000-11-24,3847,3933,3794,3934,817940.0
2000-11-27,3986,4382,3986,4340,1639080.0
2000-11-28,4200,4328,4189,4276,961820.0
2000-11-29,4168,4232,4077,4201,611300.0
2000-11-30,4206,4254,3976,4147,338430.0
2000-12-01,3938,4141,3938,4137,498580.0
2000-12-04,4136,4146,3911,3955,984440.0
2000-12-05,3998,4056,3934,4040,398820.0
2000-12-06,4270,4324,4073,4099,1101050.0
2000-12-07,4050,4339,4045,4340,839560.0
2000-12-08,4275,4435,4275,4404,728670.0
2000-12-11,4500,4596,4447,4596,1287450.0
2000-12-12,4650,4757,4447,4505,963150.0
2000-12-13,4436,4596,4431,4596,885430.0
2000-12-14,4489,4596,4468,4505,764320.0
2000-12-15,4472,4526,4414,4511,544810.0
2000-12-18,4446,4542,4446,4527,369610.0
2000-12-19,4526,4526,4376,4420,556560.0
2000-12-20,4292,4308,4179,4254,581880.0
2000-12-21,4157,4248,4061,4244,543050.0
2000-12-22,4328,4328,4061,4062,458810.0
2000-12-26,4082,4205,4082,4137,557410.0
2001-01-02,4136,4328,4136,4292,598530.0
2001-01-03,4221,4259,4146,4233,431890.0
2001-01-04,4543,4789,4436,4596,2361210.0
2001-01-05,4574,5237,4451,5131,3313830.0
2001-01-08,4992,5232,4901,5077,2295950.0
2001-01-09,5183,5183,5018,5131,1564930.0
